puzzle-751	lime-jigsaw	ABBBBBBCCABBCCCCCDABCCEEFFDAAGGEEFFDAGGGEFFFDAGGEEFFDDAGGEEHHIDAHHHHHIIDHHIIIIIID	...2.........6.6.....2.....1.........................3.64....2.3....1............	....OOO.....O.O.O.....OOO...O....O.O...O...OOOOO......O...O...O.OO....O.O.OO.....	{"work": 14, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-787	lime-jigsaw	AAAABBCCCADABBBCCCADABBCCECDDABBFEEEDFFFFFFFEDDDFGGHEEIDIIGGHEHIIIGGGHEHIIIGGHHHH	...............4......5.6..2..23.5.............42.......5.3.....3.......12.......	O.O.....O....OO.O....O.O.O...O..O.O.OO....O...O..O...O.O.O..O..O.OO.........O.O.O	{"work": 14, "mta": 1, "logic_history": "Ecx,ECx,Ecx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-826	lime-jigsaw	AABBBBCCCAABBBBCCCAADEEBFCCAADEEFFFCADDDEFFFGHDDDEEFGGHHDIEEFGGHHHIIIIGGHHHIIIIGG	....2...........3...4.42........32......5.......23.........4...2..12.....2.......	.OO....O....OO...OOO......O..OOO.......O.OO..O.O..O.........OOO.O...OO..O...O..O.	{"work": 14, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-832	lime-jigsaw	AAAAABBBCAAABBBBCCDADBBECCCDDDEEECCCDDDDEFFFFGGGEEEFFFGGGEHHFIFGGHHHHIIIGHHHIIIII	....3.......3.3.........3.....3.....1.443.23......3..2.......32..................	O..O.O.......O.OO..OO....O...O.O...O.O...O..O..OO...O....OOO...O.....O.OOO....O..	{"work": 14, "mta": 1, "logic_history": "ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-874	lime-jigsaw	AAABBBCCDAAAABCCCDAABBBCCCDEEBBFFCDDEEFFFFFDDEEGFFHHDDEGGGHHHIIEGGGHIIIIEGGHHHIII	1......3.33.........31...................2.......5.2.2....32...............2.2...	.O..OO.........OOOOO...O....OO....O....OO...O..OO.O......O..O.OO.O....O.O...O.O..	{"work": 14, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-1186	lime-jigsaw	AAAAABBCCAAABBBBBCADDDBBECCDDDDDEECCFFDEEEGCCFFEEGGGGGFFEHHGGGIFHHHHHIIIFFHHIIIII	...2........35....3...3..33.....................4.......2...3..23........22...2..	..O.OO....O...O..O.O.O.O....O.....OO...OO.O..O.O...O..O...O..O...O...O.OO..O...O.	{"work": 14, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-142	lime-jigsaw	AABBBBBBBCAADDBBDDCAAADDDDECAAFFFEDECCCFFFEEECGGFFFEHECGGGHHHHECGGHHIIHHGGIIIIIII	11...1...1..1................2..4.............4........44...........311.....32...	......OOO.O.....OO..O..O..O.O..O.O..O....O.O.O.O..O...O..OO.....O.OO......OO..O..	{"work": 15, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-202	lime-jigsaw	AAAABBBBCADABBBBCCADDBEECCCAADDEFFCCGDDEEEFFCGGDDEFFHHGGGEEIFFHGGIIIIHFHGIIIIHHHH	..11..................3....4.........4.......3...2...2.2..2...4..3..........3....	.....OO.O..O..O..OOO....O...O.OO....O.O.O.....O....OO.O..O...O.....O..OO..OO.O...	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-268	lime-jigsaw	AAABCCCDDAAABCCCDDAABBBCCCDEABFBBBDDEFFFFFFFDEEGGGFGHDEIIIGGGHHEEIIIGHHHEEIIIGHHH	..2..2............2............2.......3...........3....32.3.....3...53.......3..	O..OO....O.O..O.....O...O.OO..O..O....O.O...O.O.....OO.O....OO....OOO....O...O.O.	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-442	lime-jigsaw	AABBBBBCCDAABBBCCEDAAFBFCCEDAAFFFCCEDDAFFFCEEDDGGFHHEEDDGIIIHEEGGGIIIHHHGGGIIIHHH	.............3......2..44.....54.33.....3.4..2......3..2.....3........2..........	.O....OO.O....OO.....OO..O...O..O..O..OO...O..O...OO..O...O...O...OO...OOOO......	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx"}
puzzle-604	lime-jigsaw	AABBCCCDDAABBCCCDDAAABCCCDDAAEBBBBDDFEEEEEEEDFFGGGGEHHFFIIIGHHHFFIIIGGHHFFIIIGGHH	1.........3..2.4.3....3.........3......4453....2...........3.....4...............	....O..OOO....O.O..OO...O.....OO.O..OOO..........OOO..O......OO.O.O....O..OO.O...	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx"}
puzzle-715	lime-jigsaw	AAAAAABBBACAACBBBBDCCCCEBBFDCDCCEEFFDDDEEEFFFDGDGGEEFFDGGGGEHHFIGIIGHHHHIIIIIIHHH	............3..................44......4..44....2.4........34.....2..3...33......	...O.O..O.OO.....OO...O.O....OO...O.....OO..O....O.OO.OO.....O..OO..O...O..O..O..	{"work": 15, "mta": 1, "logic_history": "Ecx,Ecx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx"}
puzzle-757	lime-jigsaw	AABBBBBCCADBDBEBECADDDBEEECADDDFEEECAAFDFEFCCAAFFFFFCCGGHHHHHIIGGHGHIHIIGGGGHIIII	....3........4........3.......5.......1.....4....3..3..4..............3......23..	.O.O.O...O.O..O.....OO..O......O..OO...OO..O.O.....O.OO.O.O.....O...OO...O.....OO	{"work": 15, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx"}
puzzle-880	lime-jigsaw	AAABBBCCCAAABBBCCCADABBBCECDDAFFFCEEDDDDFEEEEDDFFFFFEEGGGHHHIIIGGGGHIIIIGGHHHHHII	.............3.1...312.43.2..............45........4............4..........1..2..	...OO...OOO......OO...O..O.....OOO....OO...O..O...O.O...OO..O..O.....O.O.OO..O...	{"work": 15, "mta": 1, "logic_history": "ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-913	lime-jigsaw	AAAABBBCCAAABBBBCCAADEEBBCCFGDDEEEECFGGDDDEECFGGGGDDECFFHHGGDIIFFHHHHIIIFFHHHIIII	..........3....3..1.4..........32.......2....1...3.......45.3..2....3............	OO....O....O.O..O....OOO....OO.....OO......OO...O.OO....O..O..O.O.OO....O.....OO.	{"work": 15, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-1096	lime-jigsaw	AAAABBBBBAACCBBBCBAAACCCCCCDEEEEFFFFDDDDEFFFFDDDDEEEEFGGGGGGHHHIGIIIGGHHIIIIIHHHH	..2.......4........3........4..113........4...3........2...6...2.........1..4..1.	OO.....O...O..O..O..OO..O..O......OO.OO....O.....OOO..O...O.O...O.OO.......O.O..O	{"work": 15, "mta": 1, "logic_history": "ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,Ecx,Ecx,ECx,ECx,ECx"}
puzzle-43	lime-jigsaw	AAABBBBBCAAABBCCBCADABECCCCDDAEECFFGDDDEEEFFGDDEEEFFGGHDHHHHFGGHHHHIFFGGIIIIIIIIG	...2.........2.....3.42......33.3.................4......1......44......12.......	O....O.O...OO..O....O....OO.O..O...O.O..OO.........OOOOO....O..O..O.O.....OOO....	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-85	lime-jigsaw	AAABBCCCCADBBBCBCCADDDBBBCCAADDEEEFGADDEEEFFGADEEEFFGGHHIIIFFFGHHIHIIIFGHHHHIIGGG	.......3........42.2.......133......13..4.....3......1.....321...................	.O....O.O...OO.O..O.O....O....OO..O...O..OO..O.O..O......OO...OOO...O....O.....OO	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-148	lime-jigsaw	AABBBBBCCAAAABBCCCAADABECCCDDDEBECFFDDDEEEFFFDDGEHEFFFGGGEHIFIIGGGHHIIIIGGHHHHHII	..................2..33....2...........5....2...3....32....5.3....2.........322..	O.O...O.....O.O..O.O....O.O.OOO.......O.O..O.....OO.O..O....O.OO...OO...O..O...O.	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-259	lime-jigsaw	AAAABCCCCAABABCCCDAABBBBCCDEEFFBBDDDEEFFFFFDDEEEGGFFDDEHHGGGGIIEHHHGIGIIHHHHGIIII	...................1.3.....333..4........43.......3..................3.223.....3.	.OO.....O.....O.OOO...OO......OO.O..OO.O.........O.OO...OO.O...OO.....O...O...O.O	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-262	lime-jigsaw	AAAAABBBBAAACDDDDBACCCDDDDBCCEEEDFBBGCCEEEFFBGGCHEEEFFGHHHHFFFIGHHHHFIIIGGGGIIIII	.2..............3.....3.......3....3...........22.2..3...44.......3..............	O..O.O....O.O..O.....O..OO...O.O..O.OO......OO...O..O...O..O..O..O.OO....O....O.O	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-277	lime-jigsaw	AAABBBBBCAAABBBBCCAADECCCCCDADEEFFFCDDDEEEFFFGDDDEEFHFGGGGGEFHHGGIIIIHHHGIIIIIHHH	............2......2...5...1....322.......4.......3........3..............2.1..2.	OO......O....OOO..O...O...O..OOO......O..O.O....O..OO..O.O..O....O..O.O.OO......O	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx"}
puzzle-331	lime-jigsaw	AAAAAABBBCCCCAAABBDCCCCCBBBDDDEEEBFFDDDEEEFFFDDGEEEFFFGGGHHHHHFGGIIIHHHHGGGIIIIII	...........22.4........24........21...3.3.......33.......4..................1....	....OOO..O.....OO..O.O...O.O..O.O...OO.O...........OOO..O.OO.....O.O...O.OO.....O	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-373	lime-jigsaw	AAAAAABBBACCADABEEFCCCDBBEEFCCCDDBBEFFGCDHBEEFGGDDHHHEFFGGDHHHEFFGIDIHHIGGGIIIIII	.1.......22...3...3............3..................44....4..322..34...............	O....O..O...O...OO.O..OO...OOO...........OOO...O.O..O..O.OO....O..O..O....O...O.O	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-409	lime-jigsaw	ABBBCCCCCABABBCCDCAAABBCDDDAAAEBEEDDFFFEEEDDDFFEEGEHHHFFFIGGHHHIFIIGGHGHIIIIIGGGH	2......3.2.....35..........2.........3..................2.........5.........332..	.O....O.O.OO.....O..O...OO..O..OO...O....O.O.O..O...O.O..OO........OOO....OO....O	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-421	lime-jigsaw	AABBBBBCCAABBDEBBCAAAADEECCFGGADDECCFGGGDEEECFFGDDHEECFFGGDHHHHFIIGDIIHHFFIIIIIHH	......2...2......2....3.....1.3.43..233.3.....3........5..3......................	.O..O...OO.....OO....O.OO..O...O...O...O..O.OO.OO.......O..O.O..OO.O.....O...O.O.	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,Ecx,ECx,Ecx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-430	lime-jigsaw	AAABBBCCCAAAABCCCCAADBBBECCDDDBFBEEEDDDDFEEEEDFFFFFFFEGGGGHIIIIGGHHHHHIIGGGHHHIII	...............2.....2.5...2...3.3..2.5...3.2.......1...5.................12.....	O.O.....OO...OO.......O.O.O.O...O..O.O.O...O...OO.O...OO.O.......O...OO.....O.OO.	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-487	lime-jigsaw	AAAABBBCCDAAAAABBCDDDEEBBCCFDDEEBBCCFDDDEGGGCFFHHEEGGCFFHHEEGGGFHHIIIIIGFFHHHIIII	.....12.......2.3.....1.3..1............2.4.......5.....44......2........13......	O..O...O.OO....O....O..O..O..O...O.OO....O.O..O..O.O...O..OO.....OO...O....OO...O	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,Ecx,Ecx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-502	lime-jigsaw	AAABBBBBCAAAABBBCCDADABEECCDDDDEECCFDGGDEFCCFDGGEEFFFFGGEEHIFIFGGHHHIIIIGHHHHHIII	..2...3.....42.........3....2..6....2..3.....1....................22..33.......1.	.O.....OO..O...OO...OOO....O..O.O.......OOO...O.O..O......O..OOO.O..O...OO......O	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,ECx"}
puzzle-508	lime-jigsaw	AABBBBBBBAACCBCCDBAAACCCCDDEAACFFDDDEEFFFFFDDEEEFFGHHDEEGGGGHHHIEGGIGGHHIIIIIIIHH	........................3......3.4.12.....4.2.......4.......3.2.34........3.2....	....O.O.O..OO...O.O.O..O...O.O..O....O...O.O.....O.O.O.O..O..O.O..O..O...O.O....O	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-616	lime-jigsaw	AABBBBBBCAAABBCCCCAAABDCCCCAEEDDDDDDFFEEEEEDDFFFFFFEEGHHHHFIGGGHHHHIIGGGHIIIIIIGG	....2........2..42....12..........4.....4......4.4....5...3......................	...O.OO..O.O...O....O....OO..O.O...O...O.O.O.OO.O......O...OO..OO..O........O..OO	{"work": 16, "mta": 1, "logic_history": "ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-628	lime-jigsaw	AAAABCCCCAAABBBCCDAABBBCCDDEEBBFCFDDEEFFFFFDDEEFGFHHDDEEGGHHHIIEGGHHHIIIGGGGHIIII	....21.......333....4....4........53...3.....1.44...................3.2..........	O..O..O...O.O...O.....O.O.O.OO...O....O....OO.O..OO.....OO.O...O...O...OO....O.O.	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-694	lime-jigsaw	AAAABCCCCAABBBBBCCDAABBBCCEDDAFFFCEEDDFFFFFEEDDGGFGGEEHDDGGGEEIHHHHGIIIIHHHHGIIII	..........3...........3...2...3....2.......2....1.......42....2.32..............3	...OO.O..O.O.....O..OO..O......OO.O..O...O..O.OO..O...OO....O.....O...OOO...O..O.	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-712	lime-jigsaw	ABBBBBCCCAABABBBCCAAAADDCCCEAEDDFFFCEEEEDFFFFGEEEDDFHFGGGDDHHHHGGIIIHIHHGGGIIIIIH	1..4.........22.......................34.6.......3.3....4.2...3..................	..O.O...OO.OO.....O.....O.O....OOO...O..O.O....OO.O...OO.....O..O.....OO...O.O.O.	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-784	lime-jigsaw	AAABBBBBBAAACBBBDDAACCCEDDDFACCEEGDDFCCEEEGGDFFCEEGGHDFFFEGGGHHFFIIIGHHHIIIIIIHHH	......2....2...........32........32.....44.2.4....4...2...................3.....2	..O..O.O.O...O...OO.O....O....OOO...OO....O...O..O...O.O...OO....OO....O...O..OO.	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-856	lime-jigsaw	AAAABCCCCDAAABCEECDDAABCEEFDDGGBCEEFDDGHBCEFFDGGHBEEFFDGGHBIIFFHGGHBIIIFHHHHBIIII	..........334.......4..33..2..2........22...3............................34......	O.O.O........OO..O.O.O...O..OO...O.......OOO.....O..OOO....OO...OOO.....O..O....O	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-991	lime-jigsaw	AAABBBCCCAABBBBBCCDAAABCCCEDAFFFFFCEDDDFFFEEEGDDDFEEEHGGDIIIEHHGGGGIHHHHGGIIIIIHH	..31.............2...4......4.3....1..32....1.2.2.4..3..........................1	.O....O.O.O.O.O.....O.O..O.O.O..O....O...OO....O...OO.....O..OOO..O....OO..OO....	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx"}
puzzle-994	lime-jigsaw	AABBBBBCCDAABBBCCEDDAABCCEEDDAAFCCEEDDAFFFCEEDGFFFFFHEDGGGIHHHEGGGIIIHHHGGIIIIIHH	.......3..3..................36.4.....2...4.............3...2..............3.....	.O....O.OO....OO....OOO........O.OO....OO..O.OO.....O.O....O..O..OO....O.OO..O...	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-1030	lime-jigsaw	ABCCDDDDDABBCCCDDDABBEECCDFABBBECCFFAABEEEGFFAAHHEGGGFAIHHEEGGFIIIHHHGGFIIIIIHHGF	1....33........3.........1.2...................3...2...35.2.......2.3............	.O..O..O.....OO.O.O.OO.......O.OO...O....O..O.O.O....O...O..O.O.OO...O..O.....OO.	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx"}
puzzle-1075	lime-jigsaw	AAAAABBCCADAABBBCCDDDAEBBCCDDDEEEBBCFFDDEGGCCFHHEEEGGGFFHHEIGGGFFHHHIIGIFFHHIIIII	1........34...3......1...............2.3......2...4.....5.......33.............2.	.OO.O..........OOOOO...O.....O..O.O......OOO...OO..O...O.OO....O..O....OO...O...O	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx,ECx"}
puzzle-1084	lime-jigsaw	AABBBBCCCABBDBBCCCAAADBDDCCAADDDDDECAEEEEEEEFGEHHHHHFFGGHHIHFFFGGGIIHIIFGGGIIIIFF	..............2...2.4...................6.4.2.......3..3.3.3........3.3......22.2	OO...O....OO...O...O.....OO...OOO......O.O.O....O..O.OO.O.O....O.....O.O..O.O..O.	{"work": 16, "mta": 1, "logic_history": "Ecx,Ecx,ECx,Ecx,Ecx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx"}
puzzle-1123	lime-jigsaw	AAAABBBBCAABBBBBCCADDDDDDCCAAEEEDDCCFFEGEDECCFFGGEEEHHFFGGGGGGHFFIIIIIHHFIIIIHHHH	..2.21...2...3..........2..5..............2....3..........6.......3.4............	...O...OO..O..O..OOO..O.....OO...O..OO......O...OOO...O..O.O.......O.OO...O...OO.	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,Ecx,ECx,ECx,ECx,Ecx,ECx,ECx,ECx,ECx"}
puzzle-1129	lime-jigsaw	AABBBBBBBAAACCCBDBAACCECDDDFACCECDDDFAEEEEEGDFFFHEHHGDFFFHEHHGGIFIHHHGGGIIIIIIIGG	........1.2....2...........3...3....12....542...334..2.........3.................	...OO..O....OOO...OO......O.O....OO....OOO.....O...OO.O.....O.O.OO..O...O.O.....O	{"work": 16, "mta": 1, "logic_history": "Ecx,ECx,Ecx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx,Ecx,ECx,ECx"}
